job_title,work_year,employment_type,company_location,experience_level,salary_in_usd
Applied Scientist,2023,FT,US,SE,136000
Data Analyst,2023,FT,CF,SE,54685
Data Analyst,2023,FT,CF,SE,42533
Data Engineer,2023,FT,US,SE,241000
Data Engineer,2023,FT,US,SE,155000
Data Engineer,2023,FT,US,SE,220000
Data Engineer,2023,FT,US,SE,190000
Data Engineer,2023,FT,US,SE,160000
Data Engineer,2023,FT,US,SE,140000
Data Scientist,2023,FT,US,SE,228000
Data Scientist,2023,FT,US,SE,186000
Data Scientist,2023,FT,US,SE,190000
Data Scientist,2023,FT,US,SE,170000
Data Architect,2023,FT,US,SE,180000
Data Architect,2023,FT,US,SE,115000
Data Architect,2023,FT,US,SE,200000
Data Architect,2023,FT,US,SE,115000
Data DevOps Engineer,2023,FT,FR,SE,53654
Data Engineer,2023,FT,US,SE,200000
Data Engineer,2023,FT,US,SE,150000
Computer Vision Engineer,2023,FT,US,SE,215000
Computer Vision Engineer,2023,FT,US,SE,170000
Machine Learning Engineer,2023,FT,US,SE,247500
Machine Learning Engineer,2023,FT,US,SE,172200
Data Scientist,2023,FT,CA,SE,224000
Data Scientist,2023,FT,CA,SE,176000
Data Analyst,2023,FT,US,SE,120000
Data Analyst,2023,FT,US,SE,75000
Applied Data Scientist,2023,FT,FI,SE,68318
Data Analyst,2023,FT,US,SE,140000
Data Analyst,2023,FT,US,SE,120000
Data Engineer,2023,FT,US,SE,128000
Data Engineer,2023,FT,US,SE,81500
Data Engineer,2023,FT,US,SE,145000
Data Engineer,2023,FT,US,SE,115000
Data Engineer,2023,FT,US,SE,185000
Data Engineer,2023,FT,US,SE,140000
Data Quality Analyst,2023,FT,US,SE,100000
Data Quality Analyst,2023,FT,US,SE,80000
Data Scientist,2023,FT,US,SE,250000
Data Scientist,2023,FT,US,SE,162500
Data Engineer,2023,FT,US,SE,145000
Data Engineer,2023,FT,US,SE,100000
Data Scientist,2023,FT,US,SE,203500
Data Scientist,2023,FT,US,SE,152000
Data Scientist,2023,FT,US,SE,239000
Data Scientist,2023,FT,US,SE,122900
Data Scientist,2023,FT,US,SE,237000
Data Scientist,2023,FT,US,SE,145000
Data Science Manager,2023,FT,US,SE,191765
Data Science Manager,2023,FT,US,SE,134236
Analytics Engineer,2023,FT,US,SE,190000
Analytics Engineer,2023,FT,US,SE,112000
Data Analyst,2023,FT,US,SE,135000
Data Analyst,2023,FT,US,SE,105500
Research Engineer,2023,FT,US,SE,293000
Research Engineer,2023,FT,US,SE,185000
Data Analyst,2023,FT,US,SE,80000
Data Analyst,2023,FT,US,SE,70000
Data Engineer,2023,FT,US,SE,220000
Data Engineer,2023,FT,US,SE,160000
Data Scientist,2023,FT,US,SE,175000
Data Scientist,2023,FT,US,SE,145000
Data Analyst,2023,FT,US,SE,200000
Data Analyst,2023,FT,US,SE,148500
Data Scientist,2023,FT,ES,SE,48289
Data Scientist,2023,FT,ES,SE,38631
Data Engineer,2023,FT,US,SE,240500
Data Engineer,2023,FT,US,SE,123700
Analytics Engineer,2023,FT,US,SE,152900
Analytics Engineer,2023,FT,US,SE,117100
Analytics Engineer,2023,FT,US,SE,173000
Analytics Engineer,2023,FT,US,SE,113000
Applied Scientist,2023,FT,US,SE,260000
Applied Scientist,2023,FT,US,SE,136000
Applied Scientist,2023,FT,US,SE,260000
Applied Scientist,2023,FT,US,SE,136000
Research Scientist,2023,FT,US,SE,130000
Research Scientist,2023,FT,US,SE,110000
Applied Scientist,2023,FT,US,SE,205000
Applied Scientist,2023,FT,US,SE,184000
Data Analyst,2023,FT,US,SE,149500
Data Analyst,2023,FT,US,SE,127075
Data Scientist,2023,FT,US,SE,195000
Data Scientist,2023,FT,US,SE,160000
Data Engineer,2023,FT,US,SE,219535
Data Engineer,2023,FT,US,SE,146115
Data Scientist,2023,FT,US,SE,170000
Data Scientist,2023,FT,US,SE,135000
Data Scientist,2023,FT,US,SE,175000
Data Scientist,2023,FT,US,SE,145000
Data Scientist,2023,FT,US,SE,199000
Data Scientist,2023,FT,US,SE,162000
Applied Scientist,2023,FT,US,SE,222200
Applied Scientist,2023,FT,US,SE,136000
Data Analyst,2023,FT,US,SE,187000
Data Analyst,2023,FT,US,SE,128000
Research Scientist,2023,FT,US,SE,210000
Research Scientist,2023,FT,US,SE,136000
Data Scientist,2023,FT,US,SE,175000
Data Scientist,2023,FT,US,SE,100000
Data Engineer,2023,FT,US,SE,179000
Data Engineer,2023,FT,US,SE,109000
Data Scientist,2023,FT,US,SE,245000
Data Scientist,2023,FT,US,SE,180000
Data Analyst,2023,FT,US,SE,142000
Data Analyst,2023,FT,US,SE,75000
Data Manager,2023,FT,US,SE,198800
Data Manager,2023,FT,US,SE,105200
Data Analyst,2023,FT,US,SE,125000
Data Analyst,2023,FT,US,SE,112000
Data Scientist,2023,FT,US,SE,210000
Data Scientist,2023,FT,US,SE,155000
Data Manager,2023,FT,US,SE,115000
Data Manager,2023,FT,US,SE,86000
Data Scientist,2023,FT,US,SE,165000
Data Scientist,2023,FT,US,SE,140000
Data Analyst,2023,FT,US,SE,139000
Data Analyst,2023,FT,US,SE,106000
Machine Learning Researcher,2023,FL,UA,SE,50000
Data Architect,2023,FT,US,SE,250500
Data Architect,2023,FT,US,SE,159500
Data Engineer,2023,FT,US,SE,145000
Data Engineer,2023,FT,US,SE,115000
Data Analyst,2023,FT,US,SE,140000
Data Analyst,2023,FT,US,SE,120000
Data Analyst,2023,FT,CA,SE,175000
Data Analyst,2023,FT,CA,SE,135000
Machine Learning Engineer,2023,FT,US,SE,257000
Machine Learning Engineer,2023,FT,US,SE,147000
Data Engineer,2023,FT,US,SE,222000
Data Engineer,2023,FT,US,SE,175000
Data Scientist,2023,FT,US,SE,203000
Data Scientist,2023,FT,US,SE,133200
Data Engineer,2023,FT,US,SE,221000
Data Engineer,2023,FT,US,SE,147000
Data Quality Analyst,2023,FT,US,SE,100000
Data Quality Analyst,2023,FT,US,SE,80000
Data Scientist,2023,FT,US,SE,185900
Data Scientist,2023,FT,US,SE,129300
Data Scientist,2023,FT,US,SE,238000
Data Scientist,2023,FT,US,SE,156000
Machine Learning Engineer,2023,FT,US,SE,304000
Machine Learning Engineer,2023,FT,US,SE,199000
Data Engineer,2023,FT,US,SE,150000
Data Engineer,2023,FT,US,SE,130000
Data Scientist,2023,FT,US,SE,140000
Data Scientist,2023,FT,US,SE,110000
Data Engineer,2023,FT,US,SE,240000
Data Engineer,2023,FT,US,SE,183600
Data Engineer,2023,FT,US,SE,250000
Data Engineer,2023,FT,US,SE,150000
Data Analytics Manager,2023,FT,US,SE,160000
Data Analytics Manager,2023,FT,US,SE,120000
Machine Learning Engineer,2023,FT,US,SE,289076
Machine Learning Engineer,2023,FT,US,SE,202353
Data Engineer,2023,FT,US,SE,145000
Data Engineer,2023,FT,US,SE,120000
Data Analyst,2023,FT,US,SE,155000
Data Analyst,2023,FT,US,SE,106000
Data Engineer,2023,FT,US,SE,200000
Data Engineer,2023,FT,US,SE,160000
Data Scientist,2023,FT,US,SE,157750
Data Scientist,2023,FT,US,SE,104650
Data Scientist,2023,FT,ES,SE,48289
Data Scientist,2023,FT,ES,SE,38631
Data Analyst,2023,FT,US,SE,105000
Data Analyst,2023,FT,US,SE,90000
Analytics Engineer,2023,FT,US,SE,179820
Analytics Engineer,2023,FT,US,SE,143860
Data Analyst,2023,FT,US,SE,135000
Data Analyst,2023,FT,US,SE,105500
Machine Learning Engineer,2023,FT,US,SE,241000
Machine Learning Engineer,2023,FT,US,SE,181000
Data Scientist,2023,FT,US,SE,252000
Data Scientist,2023,FT,US,SE,154000
Data Scientist,2023,FT,US,SE,191765
Data Scientist,2023,FT,US,SE,134236
Data Scientist,2023,FT,US,SE,175000
Data Scientist,2023,FT,US,SE,145000
Data Scientist,2023,FT,US,SE,237000
Data Scientist,2023,FT,US,SE,145000
Data Analyst,2023,FT,US,SE,80000
Data Analyst,2023,FT,US,SE,70000
Data Engineer,2023,FT,US,SE,146000
Data Engineer,2023,FT,US,SE,75000
Machine Learning Engineer,2023,FT,US,SE,170000
Machine Learning Engineer,2023,FT,US,SE,130000
Data Analyst,2023,FT,US,SE,208450
Data Analyst,2023,FT,US,SE,170550
Machine Learning Engineer,2023,FT,US,SE,125000
Machine Learning Engineer,2023,FT,US,SE,100000
Data Scientist,2023,FT,US,SE,200000
Data Scientist,2023,FT,US,SE,170000
Data Scientist,2023,FT,IE,SE,171250
Data Scientist,2023,FT,IE,SE,113750
Applied Scientist,2023,FT,US,SE,222200
Applied Scientist,2023,FT,US,SE,136000
Applied Scientist,2023,FT,US,SE,260000
Applied Scientist,2023,FT,US,SE,136000
Data Analyst,2023,FT,US,SE,153600
Data Analyst,2023,FT,US,SE,100500
Applied Scientist,2023,FT,US,SE,205000
Applied Scientist,2023,FT,US,SE,184000
Machine Learning Engineer,2023,FT,CA,SE,115000
Machine Learning Engineer,2023,FT,CA,SE,95000
Data Engineer,2023,FT,US,SE,203100
Data Engineer,2023,FT,US,SE,114500
Data Engineer,2023,FT,US,SE,252000
Data Engineer,2023,FT,US,SE,129000
Data Engineer,2023,FT,US,SE,160000
Data Engineer,2023,FT,US,SE,130000
Data Scientist,2023,FT,CA,SE,258000
Data Scientist,2023,FT,CA,SE,190000
Data Scientist,2023,FT,US,SE,170000
Data Scientist,2023,FT,US,SE,135000
Data Scientist,2023,FT,US,SE,195000
Data Scientist,2023,FT,US,SE,160000
Data Analyst,2023,FT,US,SE,100000
Data Analyst,2023,FT,US,SE,80000
Data Engineer,2023,FT,US,SE,223250
Data Engineer,2023,FT,US,SE,178600
Data Scientist,2023,FT,US,SE,297300
Data Scientist,2023,FT,US,SE,198200
Data Scientist,2023,FT,US,SE,200000
Data Scientist,2023,FT,US,SE,170000
Data Scientist,2023,FT,US,SE,317070
Data Scientist,2023,FT,US,SE,170730
Data Engineer,2023,FT,US,SE,128000
Data Engineer,2023,FT,US,SE,81500
AI Developer,2023,FT,UA,SE,108000
AI Developer,2023,FT,UA,SE,60000
Data Engineer,2023,FT,US,SE,171250
Data Engineer,2023,FT,US,SE,113750
Data Engineer,2023,FT,US,SE,165000
Data Engineer,2023,FT,US,SE,132300
Data Scientist,2023,FT,US,SE,225000
Data Scientist,2023,FT,US,SE,175000
Data Engineer,2023,FT,US,SE,230000
Data Engineer,2023,FT,US,SE,124500
Machine Learning Engineer,2023,FT,US,SE,247500
Machine Learning Engineer,2023,FT,US,SE,172200
Data Analyst,2023,FT,US,SE,175000
Data Analyst,2023,FT,US,SE,145000
Data Analyst,2023,FT,US,SE,148700
Data Analyst,2023,FT,US,SE,125600
Data Engineer,2023,FT,US,SE,145000
Data Engineer,2023,FT,US,SE,115000
Research Scientist,2023,FT,US,SE,200000
Research Scientist,2023,FT,US,SE,150000
Data Analyst,2023,FT,US,SE,185000
Data Analyst,2023,FT,US,SE,120250
Data Scientist,2023,FT,US,SE,275300
Data Scientist,2023,FT,US,SE,183000
Data Architect,2023,FT,US,SE,170000
Data Architect,2023,FT,US,SE,125000
Research Scientist,2023,FT,US,SE,250000
Research Scientist,2023,FT,US,SE,200000
AI Scientist,2023,FT,IL,SE,423834
Machine Learning Engineer,2023,FT,US,SE,216000
Machine Learning Engineer,2023,FT,US,SE,184000
Data Engineer,2023,FT,US,SE,180000
Data Engineer,2023,FT,US,SE,165000
Data Scientist,2023,FT,US,SE,185900
Data Scientist,2023,FT,US,SE,129300
Data Engineer,2023,FT,US,SE,145000
Data Engineer,2023,FT,US,SE,120000
Data Scientist,2023,FT,US,SE,173000
Data Scientist,2023,FT,US,SE,132000
Data Analyst,2023,FT,US,SE,208049
Data Analyst,2023,FT,US,SE,128500
Analytics Engineer,2023,FT,US,SE,179820
Analytics Engineer,2023,FT,US,SE,143860
Data Engineer,2023,FT,US,SE,167500
Data Engineer,2023,FT,US,SE,106500
Data Scientist,2023,FT,US,SE,275300
Data Scientist,2023,FT,US,SE,183500
Data Analyst,2023,FT,US,SE,190000
Data Analyst,2023,FT,US,SE,95000
Data Analyst,2023,FT,US,SE,153600
Data Analyst,2023,FT,US,SE,106800
Data Scientist,2023,FT,US,SE,275300
Data Scientist,2023,FT,US,SE,183500
Machine Learning Scientist,2023,FT,US,SE,220000
Machine Learning Scientist,2023,FT,US,SE,170000
Data Analyst,2023,FT,US,SE,135000
Data Analyst,2023,FT,US,SE,105500
Data Analyst,2023,FT,US,SE,100000
Data Analyst,2023,FT,US,SE,80000
Data Engineer,2023,FT,CA,SE,160000
Data Engineer,2023,FT,CA,SE,145000
Data Engineer,2023,FT,US,SE,150000
Data Engineer,2023,FT,US,SE,111000
Data Engineer,2023,FT,US,SE,160000
Data Engineer,2023,FT,US,SE,130000
Data Engineer,2023,FT,US,SE,252000
Data Engineer,2023,FT,US,SE,129000
Data Scientist,2023,FT,US,SE,201036
Data Scientist,2023,FT,US,SE,134024
Data Analyst,2023,FT,US,SE,165000
Data Analyst,2023,FT,US,SE,140000
Data Scientist,2023,FT,US,SE,172000
Data Scientist,2023,FT,US,SE,115000
Data Engineer,2023,FT,US,SE,163800
Data Engineer,2023,FT,US,SE,126000
Data Scientist,2023,FT,US,SE,237000
Data Scientist,2023,FT,US,SE,145000
Data Engineer,2023,FT,US,SE,139500
Data Engineer,2023,FT,US,SE,109400
Data Scientist,2023,FT,CA,SE,258000
Data Scientist,2023,FT,CA,SE,190000
Data Engineer,2023,FT,US,SE,205600
Data Engineer,2023,FT,US,SE,105700
Data Engineer,2023,FT,US,SE,252000
Data Engineer,2023,FT,US,SE,129000
Data Scientist,2023,FT,US,SE,239748
Data Scientist,2023,FT,US,SE,159832
Data Scientist,2023,FT,US,SE,186300
Data Scientist,2023,FT,US,SE,102500
Data Engineer,2023,FT,US,SE,165000
Data Engineer,2023,FT,US,SE,132300
Data Scientist,2023,FT,US,SE,190000
Data Scientist,2023,FT,US,SE,126000
Data Architect,2023,FT,US,SE,149040
Data Architect,2023,FT,US,SE,113900
Data Engineer,2023,FT,US,SE,153600
Data Engineer,2023,FT,US,SE,106800
Data Engineer,2023,FT,US,SE,172600
Data Engineer,2023,FT,US,SE,107900
Data Analyst,2023,FT,US,SE,180180
Data Analyst,2023,FT,US,SE,106020
Data Architect,2023,FT,US,SE,376080
Data Architect,2023,FT,US,SE,213120
Data Analyst,2023,FT,US,SE,153600
Data Analyst,2023,FT,US,SE,100500
Data Analyst,2023,FT,US,SE,206500
Data Analyst,2023,FT,US,SE,121600
Data Engineer,2023,FT,US,SE,260000
Data Engineer,2023,FT,US,SE,225000
Cloud Database Engineer,2023,FT,US,SE,170000
Applied Machine Learning Scientist,2023,FT,US,SE,90000
Data Engineer,2023,FT,US,SE,275000
Data Engineer,2023,FT,US,SE,160000
Data Analyst,2023,FT,US,SE,115934
Data Analyst,2023,FT,US,SE,81666
Data Scientist,2023,FT,US,SE,175000
Data Scientist,2023,FT,US,SE,120000
Machine Learning Engineer,2023,FT,US,SE,150000
Machine Learning Engineer,2023,FT,US,SE,120000
Research Engineer,2023,FT,US,SE,200000
Research Engineer,2023,FT,US,SE,175000
Data Architect,2023,FT,GB,SE,138000
Data Architect,2023,FT,GB,SE,92000
Data Manager,2023,FT,CO,SE,65000
Data Manager,2023,FT,CO,SE,48000
Data Analyst,2023,FT,US,SE,110000
Data Analyst,2023,FT,US,SE,75000
Analytics Engineer,2023,FT,US,SE,130000
Analytics Engineer,2023,FT,US,SE,87000
Data Science Manager,2023,FT,US,SE,299500
Data Science Manager,2023,FT,US,SE,245100
Data Engineer,2023,FT,US,SE,147100
Data Engineer,2023,FT,US,SE,90700
Data Engineer,2023,FT,US,SE,168400
Data Engineer,2023,FT,US,SE,105200
Data Scientist,2023,FT,US,SE,210000
Data Scientist,2023,FT,US,SE,160000
Applied Scientist,2023,FT,US,SE,222200
Applied Scientist,2023,FT,US,SE,136000
Data Analyst,2023,FT,US,SE,185000
Data Analyst,2023,FT,US,SE,120250
Data Scientist,2023,FT,US,SE,205000
Data Scientist,2023,FT,US,SE,140000
Data Scientist,2023,FT,US,SE,297300
Data Scientist,2023,FT,US,SE,198200
Research Scientist,2023,FT,US,SE,141288
Research Scientist,2023,FT,US,SE,94192
Data Infrastructure Engineer,2023,FT,US,SE,184000
Data Infrastructure Engineer,2023,FT,US,SE,143000
Data Analyst,2023,FT,US,SE,70000
Data Analyst,2023,FT,US,SE,55000
Analytics Engineer,2023,FT,US,SE,275300
Analytics Engineer,2023,FT,US,SE,183500
Data Architect,2023,FT,US,SE,149040
Data Architect,2023,FT,US,SE,113900
Data Analyst,2023,FT,US,SE,180180
Data Analyst,2023,FT,US,SE,106020
Data Engineer,2023,FT,US,SE,139500
Data Engineer,2023,FT,US,SE,109400
Data Scientist,2023,FT,US,SE,105000
Data Scientist,2023,FT,US,SE,70000
Data Engineer,2023,FT,US,SE,146000
Data Engineer,2023,FT,US,SE,75000
Data Engineer,2023,FT,US,SE,160000
Data Engineer,2023,FT,US,SE,130000
Data Analyst,2023,FT,US,SE,169000
Data Analyst,2023,FT,US,SE,110600
Data Operations Engineer,2023,FT,US,SE,193000
Data Operations Engineer,2023,FT,US,SE,136850
Machine Learning Engineer,2023,FT,US,SE,139500
Machine Learning Engineer,2023,FT,US,SE,109400
Data Engineer,2023,FT,US,SE,276000
Data Engineer,2023,FT,US,SE,178500
Machine Learning Engineer,2023,FT,GB,SE,195652
Machine Learning Engineer,2023,FT,GB,SE,101228
Data Engineer,2023,FT,GB,SE,136956
Data Engineer,2023,FT,GB,SE,101228
Data Engineer,2023,FT,US,SE,252000
Data Engineer,2023,FT,US,SE,129000
Data Engineer,2023,FT,US,SE,163800
Data Engineer,2023,FT,US,SE,126000
ML Engineer,2023,FT,CA,SE,260000
ML Engineer,2023,FT,CA,SE,110000
Analytics Engineer,2023,FT,US,SE,170000
Analytics Engineer,2023,FT,US,SE,130000
Machine Learning Engineer,2023,FT,US,SE,247500
Machine Learning Engineer,2023,FT,US,SE,172200
Data Scientist,2023,FT,US,SE,239748
Data Scientist,2023,FT,US,SE,159832
Machine Learning Engineer,2023,FT,US,SE,163800
Machine Learning Engineer,2023,FT,US,SE,126000
Data Engineer,2023,FT,US,SE,252000
Data Engineer,2023,FT,US,SE,129000
Data Science Manager,2023,FT,US,SE,299500
Data Science Manager,2023,FT,US,SE,245100
Data Architect,2023,FT,US,SE,188500
Data Architect,2023,FT,US,SE,117000
Data Analyst,2023,FT,US,SE,250000
Data Analyst,2023,FT,US,SE,138000
Deep Learning Researcher,2023,FT,DE,SE,123405
Data Engineer,2023,FT,US,SE,140000
Data Engineer,2023,FT,US,SE,120000
BI Analyst,2023,FT,US,SE,160000
BI Analyst,2023,FT,US,SE,135000
Data Engineer,2023,FT,US,SE,153600
Data Engineer,2023,FT,US,SE,106800
Data Analyst,2023,FT,US,SE,127000
Data Analyst,2023,FT,US,SE,94000
Data Scientist,2023,FT,US,SE,210550
Data Scientist,2023,FT,US,SE,153300
Data Analyst,2023,FT,US,SE,161500
Data Analyst,2023,FT,US,SE,119500
Data Analyst,2023,FT,US,SE,175000
Data Analyst,2023,FT,US,SE,145000
Data Scientist,2023,FT,US,SE,175000
Data Scientist,2023,FT,US,SE,148750
Data Analytics Specialist,2023,FT,US,SE,105000
Data Analytics Specialist,2023,FT,US,SE,85000
Research Scientist,2023,FT,US,SE,215000
Research Scientist,2023,FT,US,SE,146300
Machine Learning Engineer,2023,FT,US,SE,153400
Machine Learning Engineer,2023,FT,US,SE,122700
Data Scientist,2023,FT,US,SE,186300
Data Scientist,2023,FT,US,SE,123900
Machine Learning Engineer,2023,FT,US,SE,153400
Machine Learning Engineer,2023,FT,US,SE,122700
Data Analyst,2023,FT,US,SE,185900
Data Analyst,2023,FT,US,SE,121700
Data Analyst,2023,FT,US,SE,153600
Data Analyst,2023,FT,US,SE,106800
Software Data Engineer,2023,FL,AU,SE,50000
Machine Learning Engineer,2023,FT,US,SE,247500
Machine Learning Engineer,2023,FT,US,SE,172200
Data Analyst,2023,FT,US,SE,125000
Data Analyst,2023,FT,US,SE,110000
Data Scientist,2023,FT,US,SE,149076
Data Scientist,2023,FT,US,SE,82365
Machine Learning Engineer,2023,FT,US,SE,139500
Machine Learning Engineer,2023,FT,US,SE,109400
Data Engineer,2023,FT,US,SE,139500
Data Engineer,2023,FT,US,SE,109400
Data Engineer,2023,FT,US,SE,252000
Data Engineer,2023,FT,US,SE,129000
Data Analyst,2023,FT,US,SE,95000
Data Analyst,2023,FT,US,SE,85500
Data Analyst,2023,FT,US,SE,185900
Data Analyst,2023,FT,US,SE,121700
Data Scientist,2023,FT,US,SE,201000
Data Scientist,2023,FT,US,SE,122000
Data Engineer,2023,FT,US,SE,252000
Data Engineer,2023,FT,US,SE,129000
Data Analyst,2023,FT,US,SE,120000
Data Analyst,2023,FT,US,SE,75000
Data Scientist,2023,FT,US,SE,185900
Data Scientist,2023,FT,US,SE,129300
Data Scientist,2023,FT,US,SE,201000
Data Scientist,2023,FT,US,SE,122000
Machine Learning Engineer,2023,FT,US,SE,204500
Machine Learning Engineer,2023,FT,US,SE,142200
Data Manager,2023,FT,US,SE,155000
Data Manager,2023,FT,US,SE,140000
Data Engineer,2023,FT,US,SE,121500
Data Engineer,2023,FT,US,SE,78000
Data Scientist,2023,FT,US,SE,190000
Data Scientist,2023,FT,US,SE,136000
Data Analyst,2023,FT,US,SE,180000
Data Analyst,2023,FT,US,SE,110000
Data Scientist,2023,FT,US,SE,275300
Data Scientist,2023,FT,US,SE,183000
Data Engineer,2023,FT,US,SE,170000
Data Engineer,2023,FT,US,SE,140000
Data Engineer,2023,FT,US,SE,154000
Data Engineer,2023,FT,US,SE,116000
Data Engineer,2023,FT,US,SE,160000
Data Engineer,2023,FT,US,SE,130000
Data Scientist,2023,FT,US,SE,175000
Data Scientist,2023,FT,US,SE,160000
Data Engineer,2023,FT,US,SE,153600
Data Engineer,2023,FT,US,SE,106800
Data Scientist,2023,FT,US,SE,225000
Data Scientist,2023,FT,US,SE,156400
Analytics Engineer,2023,FT,US,SE,150000
Analytics Engineer,2023,FT,US,SE,120000
Machine Learning Engineer,2023,FT,US,SE,163800
Machine Learning Engineer,2023,FT,US,SE,126000
Data Analyst,2023,FT,US,SE,145000
Data Analyst,2023,FT,US,SE,90000
Machine Learning Engineer,2023,FT,US,SE,204500
Machine Learning Engineer,2023,FT,US,SE,142200
Data Analyst,2023,FT,US,SE,95000
Data Analyst,2023,FT,US,SE,85500
Data Engineer,2023,FT,US,SE,167500
Data Engineer,2023,FT,US,SE,106500
Data Engineer,2023,FT,US,SE,163800
Data Engineer,2023,FT,US,SE,126000
Research Scientist,2023,FT,US,SE,250000
Research Scientist,2023,FT,US,SE,200000
Data Scientist,2023,FT,US,SE,260000
Data Scientist,2023,FT,US,SE,186000
Data Engineer,2023,FT,US,SE,160000
Data Engineer,2023,FT,US,SE,130000
Research Scientist,2023,FT,US,SE,200000
Research Scientist,2023,FT,US,SE,150000
Data Scientist,2023,FT,ES,SE,48289
Data Scientist,2023,FT,ES,SE,38631
Data Scientist,2023,FT,US,SE,150000
Data Scientist,2023,FT,US,SE,120000
Head of Data,2023,FT,PT,SE,75116
Data Analyst,2023,FT,US,SE,175000
Data Analyst,2023,FT,US,SE,130000
Data Analyst,2023,FT,US,SE,122000
Data Analyst,2023,FT,US,SE,93800
Data Science Manager,2023,FT,MX,SE,150000
Data Science Manager,2023,FT,MX,SE,90000
Data Analyst,2023,FT,US,SE,165000
Data Analyst,2023,FT,US,SE,112000
BI Data Analyst,2023,FT,DE,SE,71897
Machine Learning Engineer,2023,FT,US,SE,204500
Machine Learning Engineer,2023,FT,US,SE,142200
Data Analyst,2023,FT,IN,SE,15806
Data Engineer,2023,FT,US,SE,185900
Data Engineer,2023,FT,US,SE,129300
Data Analyst,2023,FT,US,SE,185900
Data Analyst,2023,FT,US,SE,121700
Machine Learning Engineer,2023,FT,US,SE,204500
Machine Learning Engineer,2023,FT,US,SE,142200
Data Science Consultant,2023,FT,TH,SE,29453
Data Analyst,2023,FT,US,SE,180180
Data Analyst,2023,FT,US,SE,106020
Data Scientist,2023,FT,US,SE,136000
Data Scientist,2023,FT,US,SE,104000
Data Analyst,2023,FT,US,SE,125000
Data Analyst,2023,FT,US,SE,110000
Machine Learning Engineer,2023,FT,US,SE,153400
Machine Learning Engineer,2023,FT,US,SE,122700
Data Analyst,2023,FT,US,SE,152380
Data Analyst,2023,FT,US,SE,121904
Data Scientist,2023,FT,US,SE,185900
Data Scientist,2023,FT,US,SE,129300
Machine Learning Engineer,2023,FT,US,SE,247500
Machine Learning Engineer,2023,FT,US,SE,172200
Data Architect,2023,FT,US,SE,168400
Data Architect,2023,FT,US,SE,105200
Machine Learning Engineer,2023,FT,US,SE,128280
Machine Learning Engineer,2023,FT,US,SE,106900
Research Engineer,2023,FT,DE,SE,107309
Research Engineer,2023,FT,DE,SE,85847
Machine Learning Engineer,2023,FT,DE,SE,275000
Machine Learning Engineer,2023,FT,DE,SE,174000
Data Engineer,2023,FT,US,SE,139500
Data Engineer,2023,FT,US,SE,109400
Machine Learning Engineer,2023,FT,US,SE,139500
Machine Learning Engineer,2023,FT,US,SE,109400
Data Analyst,2023,FT,US,SE,170500
Data Analyst,2023,FT,US,SE,85000
Data Manager,2023,FT,GB,SE,72946
Data Manager,2023,FT,GB,SE,54365
Data Engineer,2023,FT,US,SE,80000
Data Engineer,2023,FT,US,SE,65000
Data Engineer,2023,FT,US,SE,124740
Data Engineer,2023,FT,US,SE,65488
Data Quality Analyst,2023,FT,US,SE,72200
Data Quality Analyst,2023,FT,US,SE,64980
Data Engineer,2023,FT,US,SE,153600
Data Engineer,2023,FT,US,SE,106800
Data Analyst,2023,FT,US,SE,179975
Data Analyst,2023,FT,US,SE,86466
Data Engineer,2023,FT,US,SE,120000
Data Engineer,2023,FT,US,SE,90000
Data Scientist,2023,FT,US,SE,149076
Data Scientist,2023,FT,US,SE,82365
Data Analyst,2023,FT,US,SE,169000
Data Analyst,2023,FT,US,SE,110600
Data Science Manager,2023,FT,US,SE,175000
Data Science Manager,2023,FT,US,SE,120000
Data Analyst,2023,FT,US,SE,230000
Data Analyst,2023,FT,US,SE,180000
Data Analyst,2023,FT,US,SE,153600
Data Analyst,2023,FT,US,SE,106800
Data Manager,2023,FT,US,SE,140000
Data Manager,2023,FT,US,SE,120000
Machine Learning Infrastructure Engineer,2023,FT,US,SE,205920
Machine Learning Infrastructure Engineer,2023,FT,US,SE,171600
Data Analyst,2023,FT,US,SE,165000
Data Analyst,2023,FT,US,SE,125000
Data Engineer,2023,FT,US,SE,265000
Data Engineer,2023,FT,US,SE,185000
Data Analyst,2023,FT,US,SE,95000
Data Analyst,2023,FT,US,SE,85500
Data Scientist,2023,FT,US,SE,147100
Data Scientist,2023,FT,US,SE,90700
Data Engineer,2023,FT,US,SE,167580
Data Engineer,2023,FT,US,SE,87980
Data Engineer,2023,FT,US,SE,202000
Data Engineer,2023,FT,US,SE,135000
Data Engineer,2023,FT,US,SE,163800
Data Engineer,2023,FT,US,SE,126000
Machine Learning Engineer,2023,FT,US,SE,163800
Machine Learning Engineer,2023,FT,US,SE,126000
Data Engineer,2023,FT,US,SE,104000
Data Engineer,2023,FT,US,SE,65000
Research Engineer,2023,FT,US,SE,230000
Research Engineer,2023,FT,US,SE,148000
Machine Learning Engineer,2023,FT,CA,SE,269000
Machine Learning Engineer,2023,FT,CA,SE,158000
Analytics Engineer,2023,FT,US,SE,197000
Analytics Engineer,2023,FT,US,SE,106000
Data Engineer,2023,FT,US,SE,290000
Data Engineer,2023,FT,US,SE,210000
Data Engineer,2023,FT,US,SE,192000
Data Engineer,2023,FT,US,SE,172800
Data Scientist,2023,FT,US,SE,300240
Data Scientist,2023,FT,US,SE,200160
